id,homeTeam,homeScore,awayTeam,awayScore,lineProvider,overUnder,spread,formattedSpread
400868991,Vanderbilt,47,Middle Tennessee,24,teamrankings,51,-3,Vanderbilt -3
400869271,Miami (OH),17,Eastern Illinois,21,consensus,,-10,Miami (OH) -10
400869103,Colorado,56,Idaho State,7,consensus,,-41.5,Colorado -41.5
400869350,Charlotte,47,Elon,14,consensus,,-9,Charlotte -9
400869811,South Alabama,9,Georgia Southern,24,consensus,,11.5,Georgia Southern -11.5
400869811,South Alabama,9,Georgia Southern,24,numberfire,57,13.5,Georgia Southern -13.5
400869811,South Alabama,9,Georgia Southern,24,teamrankings,57.5,13.5,Georgia Southern -13.5
400869812,Louisiana,30,McNeese,22,consensus,,-4.5,Louisiana -4.5
400869354,North Texas,41,Bethune-Cookman,20,consensus,,-13,North Texas -13
400869352,Louisiana Tech,53,South Carolina State,24,consensus,,-33,Louisiana Tech -33
400869356,Southern Mississippi,56,Savannah State,0,consensus,,-57,Southern Mississippi -57
400869272,Toledo,45,Maine,3,consensus,,-30,Toledo -30
400869273,South Florida,48,Northern Illinois,17,consensus,,-11.5,South Florida -11.5
400869273,South Florida,48,Northern Illinois,17,numberfire,57,-14,South Florida -14
400869273,South Florida,48,Northern Illinois,17,teamrankings,55,-14,South Florida -14
400868987,Mississippi State,27,South Carolina,14,consensus,,-9.5,Mississippi State -9.5
400868987,Mississippi State,27,South Carolina,14,numberfire,48,-7.5,Mississippi State -7.5
400868987,Mississippi State,27,South Carolina,14,teamrankings,50.5,-7.5,Mississippi State -7.5
400868982,Auburn,51,Arkansas State,14,consensus,,-13,Auburn -13
400868982,Auburn,51,Arkansas State,14,numberfire,51,-20.5,Auburn -20.5
400868982,Auburn,51,Arkansas State,14,teamrankings,51,-20.5,Auburn -20.5
400868923,Utah,20,BYU,19,consensus,,-4.5,Utah -4.5
400868923,Utah,20,BYU,19,numberfire,44,-3,Utah -3
400868923,Utah,20,BYU,19,teamrankings,43,-3,Utah -3
400868988,Missouri,61,Eastern Michigan,21,consensus,,-24.5,Missouri -24.5
400868988,Missouri,61,Eastern Michigan,21,numberfire,58.5,-23,Missouri -23
400868988,Missouri,61,Eastern Michigan,21,teamrankings,58.5,-23,Missouri -23
400869434,Illinois,23,North Carolina,48,consensus,,7,North Carolina -7
400869434,Illinois,23,North Carolina,48,numberfire,59.5,7,North Carolina -7
400869434,Illinois,23,North Carolina,48,teamrankings,59.5,7,North Carolina -7
400869515,Tulane,66,Southern,21,consensus,,-31,Tulane -31
400869102,UCLA,42,UNLV,21,consensus,,-25.5,UCLA -25.5
400869102,UCLA,42,UNLV,21,numberfire,57.5,-27,UCLA -27
400869102,UCLA,42,UNLV,21,teamrankings,57.5,-27,UCLA -27
400869186,New Mexico State,32,New Mexico,31,consensus,,11.5,New Mexico -11.5
400869186,New Mexico State,32,New Mexico,31,numberfire,61,12.5,New Mexico -12.5
400869186,New Mexico State,32,New Mexico,31,teamrankings,62,11,New Mexico -11
400869100,Arizona State,68,Texas Tech,55,consensus,,-5,Arizona State -5
400869100,Arizona State,68,Texas Tech,55,numberfire,79,1,Texas Tech -1
400869100,Arizona State,68,Texas Tech,55,teamrankings,80,1.5,Texas Tech -1.5
400869106,Boise State,31,Washington State,28,consensus,,-12,Boise State -12
400869106,Boise State,31,Washington State,28,numberfire,72.5,-13,Boise State -13
400869106,Boise State,31,Washington State,28,teamrankings,74.5,-13.5,Boise State -13.5
400869107,San Diego State,45,California,40,consensus,,-7,San Diego State -7
400869107,San Diego State,45,California,40,numberfire,60,-6.5,San Diego State -6.5
400869107,San Diego State,45,California,40,teamrankings,59.5,-5.5,San Diego State -5.5
400869099,Arizona,31,Grambling,21,consensus,,-45.5,Arizona -45.5
400869517,Cincinnati,16,Houston,40,consensus,,7.5,Houston -7.5
400869517,Cincinnati,16,Houston,40,numberfire,64,8,Houston -8
400869517,Cincinnati,16,Houston,40,teamrankings,63,8,Houston -8
400869361,Rice,10,Baylor,38,consensus,,27.5,Baylor -27.5
400869361,Rice,10,Baylor,38,numberfire,66.5,33.5,Baylor -33.5
400869361,Rice,10,Baylor,38,teamrankings,66,33.5,Baylor -33.5
400869193,Utah State,34,Arkansas State,20,consensus,,-8,Utah State -8
400869193,Utah State,34,Arkansas State,20,numberfire,55.5,-8.5,Utah State -8.5
400869193,Utah State,34,Arkansas State,20,teamrankings,56,-9.5,Utah State -9.5
400869109,UT San Antonio,28,Arizona State,32,consensus,,18.5,Arizona State -18.5
400869109,UT San Antonio,28,Arizona State,32,numberfire,58.5,22,Arizona State -22
400869109,UT San Antonio,28,Arizona State,32,teamrankings,58,21.5,Arizona State -21.5
400868997,Ole Miss,43,Alabama,48,consensus,,9.5,Alabama -9.5
400868997,Ole Miss,43,Alabama,48,numberfire,53,10,Alabama -10
400868997,Ole Miss,43,Alabama,48,teamrankings,53,10,Alabama -10
400869440,Louisville,63,Florida State,20,consensus,,4.5,Florida State -4.5
400869440,Louisville,63,Florida State,20,numberfire,68,1,Florida State -1
400869440,Louisville,63,Florida State,20,teamrankings,65,-2,Louisville -2
400869353,Marshall,62,Morgan State,0,consensus,,-41.5,Marshall -41.5
400869274,Kent State,36,North Carolina A&T,39,consensus,,-13.5,Kent State -13.5
400869101,USC,45,Utah State,7,consensus,,-14,USC -14
400869101,USC,45,Utah State,7,numberfire,55.5,-16.5,USC -16.5
400869101,USC,45,Utah State,7,teamrankings,54.5,-15.5,USC -15.5
400869438,Clemson,59,South Carolina State,0,consensus,,-54,Clemson -54
400869110,Stanford,27,USC,10,consensus,,-6.5,Stanford -6.5
400869110,Stanford,27,USC,10,numberfire,51.5,-7.5,Stanford -7.5
400869110,Stanford,27,USC,10,teamrankings,48.5,-7.5,Stanford -7.5
400869115,Washington,41,Portland State,3,consensus,,-41.5,Washington -41.5
400869657,Wisconsin,23,Georgia State,17,consensus,,-30,Wisconsin -30
400869657,Wisconsin,23,Georgia State,17,numberfire,50.5,-35.5,Wisconsin -35.5
400869657,Wisconsin,23,Georgia State,17,teamrankings,51.5,-35.5,Wisconsin -35.5
400869117,California,50,Texas,43,consensus,,6,Texas -6
400869117,California,50,Texas,43,numberfire,80,7.5,Texas -7.5
400869117,California,50,Texas,43,teamrankings,79.5,7.5,Texas -7.5
400868948,Notre Dame,28,Michigan State,36,consensus,,-7,Notre Dame -7
400868948,Notre Dame,28,Michigan State,36,numberfire,50.5,-7,Notre Dame -7
400868948,Notre Dame,28,Michigan State,36,teamrankings,49,-7.5,Notre Dame -7.5
400869656,Iowa,21,North Dakota State,23,consensus,,-14.5,Iowa -14.5
400869000,Tennessee,28,Ohio,19,consensus,,-27.5,Tennessee -27.5
400869000,Tennessee,28,Ohio,19,numberfire,58,-27,Tennessee -27
400869000,Tennessee,28,Ohio,19,teamrankings,57.5,-27,Tennessee -27
400868998,Missouri,27,Georgia,28,consensus,,6,Georgia -6
400868998,Missouri,27,Georgia,28,numberfire,54,7,Georgia -7
400868998,Missouri,27,Georgia,28,teamrankings,53.5,7,Georgia -7
400868993,Auburn,16,Texas A&M,29,consensus,,-4,Auburn -4
400868993,Auburn,16,Texas A&M,29,numberfire,55.5,-2.5,Auburn -2.5
400868993,Auburn,16,Texas A&M,29,teamrankings,55.5,-1,Auburn -1
400868996,LSU,23,Mississippi State,20,numberfire,47,-13,LSU -13
400868996,LSU,23,Mississippi State,20,teamrankings,47,-13,LSU -13
400869113,Nebraska,35,Oregon,32,consensus,,-3,Nebraska -3
400869113,Nebraska,35,Oregon,32,numberfire,72.5,-3,Nebraska -3
400869113,Nebraska,35,Oregon,32,teamrankings,72.5,-3,Nebraska -3
400868994,Florida,32,North Texas,0,consensus,,-35,Florida -35
400868994,Florida,32,North Texas,0,numberfire,53,-33,Florida -33
400868994,Florida,32,North Texas,0,teamrankings,52.5,-32.5,Florida -32.5
400868992,Arkansas,42,Texas State,3,consensus,,-32.5,Arkansas -32.5
